,team_id,name,rating,wins,losses,last_match_time,tag,name2
2025160,2025160,COCK SUCKER,970.1489999999999,0,2,1583668691,COCK,_
5119431,5119431,SUYANTO AFAT,970.1410000000001,1,3,1563644224,AFAT,_
249055,249055,MaximumPerformanceGaming,970.1389999999999,0,2,1432151689,-mPG-,_
7681892,7681892,HellScream,970.138,1,3,1581084937,Hell,_
3513460,3513460,END,970.133,10,12,1482449298,END,_
5233664,5233664,Guardiannet,970.133,0,2,1550929682,GN,_
1373918,1373918,Double Damage!,970.13,0,2,1416308604,DD,_
1510326,1510326,Last Room,970.127,0,2,1435541747,LastR,_
5078016,5078016,NO BAPER GAMING,970.1260000000001,0,2,1560514226,NBG,_
5726032,5726032,Bulldog Esports,970.115,1,2,1565806633,BD,_
1134836,1134836,Nonstop Dominate,970.112,0,2,1385797689,ND,_
1065922,1065922,Tuxtla Gaming,970.082,0,2,1418587864,TuX,_
1489548,1489548,Random Dudes,970.079,0,2,1423427707,RD,_
1179213,1179213,Metamorph.,970.077,0,2,1486214283,MTM,_
1794536,1794536,Inkanto,970.072,0,2,1418588134,INKA,_
7749028,7749028,URSUS,970.066,0,2,1583346233,URSUS,_
3661372,3661372,CrimeLoyD,970.065,0,2,1547650201,CrLy,_
6981802,6981802,LP Gaming,970.058,0,2,1554553244,IP,_
267625,267625,Diaosi-SAGA,970.0419999999999,0,2,1418899780,D-SAGA,_
1556824,1556824,Cela plus 4,970.0419999999999,0,2,1399576787,Cela + 4,_
80166,80166,Subjective Gaming,970.039,2,4,1433442004,SG,_
3326927,3326927,Divine Gaming,970.0269999999999,0,2,1481946699,DG,_
6465355,6465355,Gang Smelly Wind,970.0210000000001,0,2,1552754908,GSW,_
2912126,2912126,Daebak,970.02,0,2,1564229496,Daebak,_
3476337,3476337,EHOME.LUMINOUS,969.995,0,2,1477898442,EHOME.L,_
7060027,7060027,WaaCow Warrior,969.97,0,2,1558859409,WW,_
1869017,1869017,Victorious- Secret,969.966,1,3,1473512110,VS,_
2728038,2728038,Soggy Mitts,969.932,0,2,1467939292,TSM,_
1936821,1936821,GuardsCenturies,969.929,1,3,1420570835,Gu'Ce,_
6490971,6490971,skeite,969.8580000000001,1,4,1554778447,sk8,_
6296417,6296417,YONGLEK BRADA,969.852,0,2,1541156735,_,_
6819720,6819720,Blacer Agony,969.847,2,4,1575891131,Agony,_
57688,57688,Deadlock,969.841,0,2,1379237360,Deadlock,_
3381602,3381602,Walrus Punch,969.823,1,3,1476969864,WP,_
1231389,1231389,Rock~n~Roll,969.812,0,2,1390124786,RaRe,_
422079,422079,Meenix eSports,969.809,5,9,1370398142,Meenix,_
2564430,2564430,FAFU,969.789,2,4,1475400178,FAFU,_
2336937,2336937,GState,969.735,0,2,1431193825,Gs,_
1425522,1425522,XenodochiaL',969.72,5,8,1404869075,Xeno',_
7218562,7218562,Team Voyager,969.709,0,2,1561444027,T,_
702792,702792,FATKIDinside,969.68,0,2,1399298176,ƒki,_
7787796,7787796,LEGENDARY,969.67,0,2,1584890905,LGDY,_
3747060,3747060,Union Gaming Bolivia,969.655,14,17,1498614179,uG.HyperX,_
1433012,1433012,zxczxczxc1,969.648,0,2,1396184176,zxc,_
2869787,2869787,NOTHING TO LOSE,969.645,0,2,1552751085,NOT,_
5117079,5117079,sQreen's squad rererererereborn,969.635,3,5,1513021105,ss,_
5469019,5469019,New Universe,969.6189999999999,3,5,1525803295,NU,_
1940070,1940070,Team Fate .,969.613,2,4,1428219404,Fate,_
1341456,1341456,Green T0wn,969.6010000000001,0,2,1392928444,GT,_
2112107,2112107,As Long As We Win,969.5980000000001,0,2,1424049087,ALAWW,_
4005552,4005552,Los bailarines del valle boreal,969.5980000000001,0,2,1494381355,LBVB,_
6406897,6406897,Blame Me,969.596,0,2,1549721901,BM,_
7237096,7237096,NIghtPlayer,969.595,0,2,1562415534,NP,_
2201433,2201433,1112323,969.591,1,2,1427616246,111232,_
7361476,7361476,MIAMI ,969.57,0,2,1568548806,MI,_
2526876,2526876,GaoGaoGaming,969.564,0,2,1468079552,GGG,_
6493430,6493430,GIG.Lightning,969.562,0,2,1544795383,GIG,_
23438,23438,Darer-BG,969.56,0,2,1349731269,Darer,_
568592,568592,Try Hard Dota,969.559,3,8,1370662327,THD,_
6682573,6682573,КРИПЫ,969.541,0,2,1559482344,_,_
2718469,2718469,5implex,969.539,0,2,1456073024,5px,_
2627379,2627379,Play Hard Player,969.5369999999999,0,2,1481465203,PHP,_
6579058,6579058,Team Forze,969.534,0,2,1569778968,sosatb,_
7033283,7033283,Doki Doki,969.534,0,2,1555848774,_,_
6982502,6982502,The Outstanding,969.53,0,2,1554552102,OST,_
4536814,4536814,DAUN DAY GLOBAL,969.5110000000001,0,2,1569759224,DDG,_
1020459,1020459,Whaaaaaaaaaaaaa?,969.51,0,2,1380490600,WHA,_
2619801,2619801,Ability Gaming,969.503,0,2,1462625837,Ability,_
7121178,7121178,FOLDO+4,969.502,0,2,1558192700,_,_
5033966,5033966,Forever BurNIng,969.4960000000001,0,2,1506154694,_,_
7575511,7575511,ECLIPSE,969.4960000000001,0,2,1581617629,Eclipse,_
1240340,1240340,DARKNESS S,969.4839999999999,0,2,1408709721,Ds,_
5767930,5767930,RisingForceGamerz,969.4830000000001,0,2,1553344936,RFG,_
6546127,6546127,GRABBIKE,969.4760000000001,0,2,1544884669,GRAB,_
6017384,6017384,Black Bull,969.4730000000001,0,2,1543066020,BL,_
340906,340906,RILIMIN,969.472,1,3,1363956878,RILIMIN,_
6278201,6278201,Team Synergy,969.472,0,2,1565109900,SYNERGY,_
990837,990837,Modell Kor,969.471,1,3,1379622046,Muu,_
2428,2428,Garbage Gaming,969.4689999999999,0,2,1381368872,Garbage,_
10614,10614,Noobs becomin' Pros,969.4689999999999,0,2,1432328824,NbP,_
27442,27442,Veracity,969.4689999999999,0,2,1381973064,[V],_
93015,93015,Your Ancient Lives Once,969.4689999999999,0,2,1381966189,YALO,_
333966,333966,Kak Ono??,969.4689999999999,0,2,1379511838,K.O,_
346271,346271,GO Esports Myanmar,969.4689999999999,0,2,1373727324,GOES,_
378338,378338,Thanatology,969.4689999999999,0,2,1371751410,TTL,_
390164,390164,Lords of the Spells,969.4689999999999,0,2,1425590688,LotS,_
419398,419398,Last Resort^^,969.4689999999999,0,2,1365035780,Last Re,_
432115,432115,Death By SnooSnoo:),969.4689999999999,0,2,1406692774,DBSS,_
440164,440164,You No Man,969.4689999999999,0,2,1373644012,YNM,_
453153,453153,MAKEHASTESLOWLY,969.4689999999999,0,2,1396176538,MHS,_
464472,464472,[rewind],969.4689999999999,0,2,1394590544,[<<],_
464853,464853,CyberPink,969.4689999999999,0,2,1363768760,CP,_
557842,557842,N.E-S.T No Mercy,969.4689999999999,0,2,1373289616,N.E-S.T,_
579232,579232,un dotaso y un cevichon,969.4689999999999,0,2,1433030690,1D1C,_
583915,583915,dzabe smo dosli,969.4689999999999,0,2,1581098378,dsd,_
622014,622014,Aloha Gaming,969.4689999999999,0,2,1416168351,Aloha,_
667098,667098,BreaD's Bakery,969.4689999999999,0,2,1380772980,BB,_
785298,785298,Silverpoint,969.4689999999999,0,2,1408165080,SLV,_
848198,848198,Xenodochial,969.4689999999999,0,2,1393986141,Xeno,_
853385,853385,KS-dota,969.4689999999999,0,2,1410868942,KsD,_
860579,860579,PickUpFlower,969.4689999999999,0,2,1411465146,PUF,_
867281,867281,Team United Efforts,969.4689999999999,0,2,1379361390,TUE,_
873627,873627,Snatch Steal,969.4689999999999,0,2,1384855443,SS,_
905845,905845,Roey1Goey,969.4689999999999,0,2,1384942868,Rog212,_
940090,940090,VodkaDoto,969.4689999999999,0,2,1378070144,[VD],_
969499,969499,JaguarCrew,969.4689999999999,0,2,1379257284,[J],_
977845,977845,aLife,969.4689999999999,0,2,1379273849,aLife,_
983095,983095,DropBear,969.4689999999999,0,2,1384864302,dB,_
995268,995268,PoisonGaming,969.4689999999999,0,2,1403010811,PG,_
997542,997542,Cruzin' 4 Dudes,969.4689999999999,0,2,1393988874,#C4D,_
1048215,1048215,Inside Electroid,969.4689999999999,0,2,1407809796,IE,_
1048383,1048383,FenrirVN,969.4689999999999,0,2,1416143046,Fenrir,_
1080605,1080605,XUKA Revenge,969.4689999999999,0,2,1416229842,XUKA,_
1100024,1100024,_DR_,969.4689999999999,0,2,1401542932,_DR_,_
1137994,1137994,Team Full Tilt,969.4689999999999,0,2,1386068591,FullTilt,_
1236868,1236868,Cyl3er Arena Gaming,969.4689999999999,0,2,1415448483,CA-xD,_
1260386,1260386,Fire Breathing Chickens,969.4689999999999,0,2,1423448656,(0v0),_
1316080,1316080,Panda Powers,969.4689999999999,0,2,1427908318,PP,_
1362771,1362771,Rampage City',969.4689999999999,0,2,1407978985,rC',_
1391791,1391791,Standard Meta Killers,969.4689999999999,0,2,1406084460,SmK,_
1401582,1401582,Gents Gaming,969.4689999999999,0,2,1428597800,GG,_
1404295,1404295,Salmo 8,969.4689999999999,0,2,1445397508,Salm8,_
1523762,1523762,SteeL E-Sports,969.4689999999999,0,2,1398906575,SteeL,_
1539293,1539293,The Dota Warriors,969.4689999999999,0,2,1494557771,TDW,_
1552939,1552939,KissmyEyes,969.4689999999999,0,2,1410262429,KE,_
1618462,1618462,Shore Gaming ,969.4689999999999,0,2,1473671313,SG-,_
1618471,1618471,5 KING S,969.4689999999999,0,2,1451408502,5K,_
1620751,1620751,TeLa eSports,969.4689999999999,0,2,1419983598,[TeLa],_
1866659,1866659,One Erection E-Sports,969.4689999999999,0,2,1424120552,1E,_
1879621,1879621,KhoaiTay,969.4689999999999,0,2,1416229765,Khoai,_
1883018,1883018,Yolooo Gaming,969.4689999999999,0,2,1416143922,#Yolo,_
1897741,1897741,Revolution E-Sport Gaming,969.4689999999999,0,2,1563155355,RSG,_
1918016,1918016,The Last Try,969.4689999999999,0,2,1423429902,TLT,_
1924228,1924228,BroTherHooD Of Heros,969.4689999999999,0,2,1433024176,BoH,_
1943927,1943927,CoinCard,969.4689999999999,0,2,1416662644,CCG,_
1959395,1959395,SPROINK Masters,969.4689999999999,0,2,1423444225,SM,_
1993697,1993697,Empress Ki Gaming,969.4689999999999,0,2,1416313766,EK,_
1996833,1996833,TuNiSiA,969.4689999999999,0,2,1415966484,TuN,_
2001631,2001631,HKT gaming house,969.4689999999999,0,2,1416488489,HKT,_
2055736,2055736,Bouncing Cykas,969.4689999999999,0,2,1425931974,BCY,_
2103436,2103436,Sand.Blut,969.4689999999999,0,2,1420933606,Espera,_
2107791,2107791,YMA (YMA),969.4689999999999,0,2,1433127640,YMA,_
2111159,2111159,Team.TideHunter,969.4689999999999,0,2,1424649508,TT,_
2114136,2114136,Js-team,969.4689999999999,0,2,1424049456,Js,_
2121278,2121278,Team Fork,969.4689999999999,0,2,1423424127,Fork,_
2122930,2122930,Retards Five Fighters,969.4689999999999,0,2,1422744487,RFF,_
2160559,2160559,REALLY? Gaming,969.4689999999999,0,2,1430604965,RLY,_
2175732,2175732,Team Doom Gaming,969.4689999999999,0,2,1425227476,Doom G.,_
2179367,2179367,Shining Light,969.4689999999999,0,2,1430083681,SL,_
2189557,2189557,Guild Crusher,969.4689999999999,0,2,1425227258,GC-,_
2194212,2194212,i!kOOOPT!,969.4689999999999,0,2,1433037380,i!k,_
2219045,2219045,DefineGaming,969.4689999999999,0,2,1433726852,Def,_
2246656,2246656,Nemesis E-Sports,969.4689999999999,0,2,1430010043,Nemesis,_
2272198,2272198,TeamRegeneration,969.4689999999999,0,2,1433023113,TR,_
2312987,2312987,RiskyBusiness,969.4689999999999,0,2,1429897686,Risky,_
2324673,2324673,TEAMTANIC,969.4689999999999,0,2,1430533679,TT,_
2355828,2355828,Cumback Boiz,969.4689999999999,0,2,1446927229,Cboi,_
2365148,2365148,.Team Llamas.,969.4689999999999,0,2,1433020059,Llamas,_
2400536,2400536,Bugy Proxy Troyani,969.4689999999999,0,2,1494041409,BPT,_
2406808,2406808,World's End,969.4689999999999,0,2,1450220990,WE,_
2458350,2458350,Noob Team.SDU,969.4689999999999,0,2,1499592991,NTS,_
2469828,2469828,BatikGaming,969.4689999999999,0,2,1547904509,Batik,_
2477089,2477089,Proo Style Gaming,969.4689999999999,0,2,1438913631,POSG,_
2490065,2490065,5iveKings,969.4689999999999,0,2,1451240804,5K,_
2533381,2533381,Inquiring Restoration,969.4689999999999,0,2,1447211156,InRe'S,_
2536291,2536291,RIZE.COL,969.4689999999999,0,2,1446253712,RIZE.COL,_
2557414,2557414,Force Ukraine,969.4689999999999,0,2,1446926473,_,_
2565337,2565337,Tweet_Dota,969.4689999999999,0,2,1487856135,TD,_
2574856,2574856,Brunella Gaming,969.4689999999999,0,2,1446926717,BG,_
2591215,2591215,Team k6R,969.4689999999999,0,2,1446926315,k6R,_
2592374,2592374,Three WIse Monkeys,969.4689999999999,0,2,1447309747,(monkey),_
2595837,2595837,Queen Of Pain-,969.4689999999999,0,2,1581786430,Qop,_
2650667,2650667,~Ground Zero~,969.4689999999999,0,2,1451237508,G|Zero,_
2661871,2661871,LeeMoo,969.4689999999999,0,2,1474390822,Lemon$,_
2665660,2665660,Buang Uang :(,969.4689999999999,0,2,1451058131,BU,_
2677110,2677110,Wu Jie,969.4689999999999,0,2,1458740159,Wu.J,_
2794273,2794273,Death Front,969.4689999999999,0,2,1492054171,DeathF,_
2832601,2832601,Move On From Your X,969.4689999999999,0,2,1468763069,[X],_
2847967,2847967,_,969.4689999999999,0,2,1465532085,_,_
2852022,2852022,Noobswith_Attitude,969.4689999999999,0,2,1471120779,NWA,_
2896883,2896883,Ranma's boys,969.4689999999999,0,2,1473757654,R.B,_
2910518,2910518,TEAM HERBIE ,969.4689999999999,0,2,1548180885,HB,_
2920011,2920011,Too much Salt,969.4689999999999,0,2,1472580214,TMS,_
2932717,2932717,TEAM BG,969.4689999999999,0,2,1476644958,BG,_
2932795,2932795,New Logic,969.4689999999999,0,2,1470501757,Logic,_
2971768,2971768,Team Trash!,969.4689999999999,0,2,1502454877,RMD | ,_
3023244,3023244,VisioN,969.4689999999999,0,2,1475849403,VN,_
3099300,3099300,Immortal Phoenix e-Sports,969.4689999999999,0,2,1543063996,iPhx,_
3156681,3156681,GRAVITY FALLS,969.4689999999999,0,2,1471114974,G_F,_
3207070,3207070,Coding Gaming,969.4689999999999,0,2,1474196489,CG,_
3209436,3209436,Dragons Reborn,969.4689999999999,0,2,1493954199,[DR],_
3313369,3313369,No Techies,969.4689999999999,0,2,1474394403,_,_
3581011,3581011,Strong Chin Choppa,969.4689999999999,0,2,1480233735,SCC,_
3586106,3586106,NFG Esports,969.4689999999999,0,2,1480860740,NFG,_
3587018,3587018,UNLEASHED GAMING,969.4689999999999,0,2,1481232494,uG|,_
3621895,3621895,Tijuana Gaming,969.4689999999999,0,2,1491701445,TG,_
3660104,3660104,Team ShinJi,969.4689999999999,0,2,1481442652,SJ,_
3661419,3661419, GAIN JR,969.4689999999999,0,2,1566654188,GAIN,_
3682195,3682195,Oozma Kappa,969.4689999999999,0,2,1544880474,[OK],_
3713339,3713339,Bangers,969.4689999999999,0,2,1483414656,BBBB,_
3936306,3936306,Elcity,969.4689999999999,0,2,1489751377,EC,_
3970598,3970598,Artyk Gaming México,969.4689999999999,0,2,1493694935,Artyk-Mx,_
4011168,4011168,Wumbo Wumbo,969.4689999999999,0,2,1546096693,WW,_
4106989,4106989,Team Teotleko,969.4689999999999,0,2,1491449356,TT,_
4187859,4187859,PiTER,969.4689999999999,0,2,1491511145,_,_
4223268,4223268,YOLO,969.4689999999999,0,2,1492047257,Yolo,_
4536975,4536975,PLAY 4 FUN,969.4689999999999,0,2,1496617373,Play4FuN,_
4541528,4541528,อุ๋งอุ๋ง,969.4689999999999,0,2,1497277507,AA,_
4592275,4592275,One Punch Boy,969.4689999999999,0,2,1497537317,OPB,_
4814563,4814563,Ukraine International Media Culture,969.4689999999999,0,2,1502895424,UIMC,_
5000770,5000770,BYPOWER,969.4689999999999,0,2,1541956925,ByPower,_
5045488,5045488,Midas Club Young,969.4689999999999,0,2,1506039613,Midas,_
5088737,5088737,BANANA,969.4689999999999,0,2,1544880737,BN,_
5099211,5099211,Team Cronos,969.4689999999999,0,2,1524626010,T.Cronos,_
5141273,5141273,CzechGorba,969.4689999999999,0,2,1521573376,CzG-,_
5149508,5149508,Heralds,969.4689999999999,0,2,1512321432,HER,_
5154573,5154573,Made in Perú,969.4689999999999,0,2,1515353052,MiP,_
5195128,5195128,Anonymous,969.4689999999999,0,2,1515550021,Anon,_
5270818,5270818,TinkerMid,969.4689999999999,0,2,1521745417,_,_
5325504,5325504,Cruxifix,969.4689999999999,0,2,1545221084,CRX,_
5525826,5525826,Duza Gaming,969.4689999999999,0,2,1524256165,Duza,_
5679944,5679944,Free,969.4689999999999,0,2,1525233541,Free,_
5946342,5946342,OK.Nirvana.cis,969.4689999999999,0,2,1549179091,Nirvana,_
6019809,6019809,-DeCepTicoN.Gaming-,969.4689999999999,0,2,1538826349,DC.Gaming,_
6021345,6021345,Team Legacy,969.4689999999999,0,2,1576687632,Legacy,_
6215063,6215063,PLAY FIVE,969.4689999999999,0,2,1538751215,PLAY,_
6240407,6240407,MantaStyle,969.4689999999999,0,2,1538786291,MS,_
6496123,6496123,Vibratorz,969.4689999999999,0,2,1543073162,SKY.BA,_
6634962,6634962,Suicide_Team,969.4689999999999,0,2,1546461936,ST,_
6685085,6685085,Vorpal Swords,969.4689999999999,0,2,1555952852,Vs ,_
6737576,6737576,Time Lock Gaming,969.4689999999999,0,2,1555953150,TLG,_
6792724,6792724,Pretty Boxes Reformed ,969.4689999999999,0,2,1560102854,PB,_
6793120,6793120,2GA/FT,969.4689999999999,0,2,1551641293,2GA/FT,_
6795805,6795805,Gusef TEam,969.4689999999999,0,2,1550505338,GT,_
6796721,6796721,KoMaHdA_ObOlUeY,969.4689999999999,0,2,1551630513,[K_O],_
6796880,6796880,НЕВАЖНО,969.4689999999999,0,2,1551477899,НЕВАЖНО.,_
6803907,6803907,BlesseD,969.4689999999999,0,2,1550512252,BssD,_
6847634,6847634,CyberSable,969.4689999999999,0,2,1572690259,CyberSable,_
6951956,6951956,To be continued,969.4689999999999,0,2,1554629585,continued,_
7012182,7012182,乃ɨƓ  m҉ Ѧ﹩⊕¤Ð,969.4689999999999,0,2,1555953702,乃ɨƓ,_
7057146,7057146,rasht city,969.4689999999999,0,2,1555953053,_,_
7101390,7101390,Incubus Gaming,969.4689999999999,0,2,1561330770,Incubus,_
7204076,7204076,Komdrak Gaming,969.4689999999999,0,2,1561337833,KG,_
7253097,7253097,Turtles NiNja,969.4689999999999,0,2,1563715105,[T.N.N.],_
7267297,7267297,Раки в Атаку,969.4689999999999,0,2,1569427873,RVA,_
7325199,7325199,JHVA IS MY PASTOR,969.4689999999999,0,2,1565564484,_,_
7342940,7342940,COURAGE,969.4689999999999,0,2,1566654063,CRG,_
7343876,7343876,YolaNet,969.4689999999999,0,2,1566656303,YLN,_
7418444,7418444,Team Hope,969.4689999999999,0,2,1569862810,TH,_
7423730,7423730,Team Solid,969.4689999999999,0,2,1569945915,Team Solid,_
7428712,7428712,Start from moon ,969.4689999999999,0,2,1569686701,SFTM,_
7465025,7465025,Orginal,969.4689999999999,0,2,1581612412,Orginal,_
7514248,7514248,Better Tomorrow,969.4689999999999,0,2,1577607001,BTW,_
7529325,7529325, Phantom Troupe,969.4689999999999,0,2,1573984637,PT,_
7543380,7543380,All engineers,969.4689999999999,0,2,1574578841,АЕ,_
7586014,7586014,Bawli,969.4689999999999,0,2,1576687760,Bawli.,_
7700999,7700999,_,969.4689999999999,0,2,1581700415,_,_
7714093,7714093,DAGESTAN99,969.4689999999999,0,2,1581860462,DG99,_
7763156,7763156,ALPHA WOLVES,969.4689999999999,0,2,1584893380,alpha,_
6270955,6270955,GHOWL,969.4680000000001,0,2,1540641931,L,_
2559369,2559369,LosBackyardigans.,969.467,0,2,1471110373,L.B,_
1157675,1157675,Extreme Danger,969.46,0,2,1403052618,xD,_
2654262,2654262,Beban Hidup,969.455,0,2,1567775712,178Pride,_
6767699,6767699,Gamers With Pride,969.451,0,2,1556885685,GWP,_
1410054,1410054,THE NEUTRONS,969.439,0,2,1467819005,NEUTRONS,_
1682387,1682387,Hawks Team,969.439,0,2,1586013050,Hawks,_
1789906,1789906,#SWAGHANIM'S SCEPTER,969.439,0,2,1431226286,SWAG,_
2150337,2150337,Universitas Brengos,969.439,0,2,1449666598,UB,_
2646608,2646608,E-HomeOP,969.439,0,2,1471787207,E-HomeOP,_
6238030,6238030,Genetic Necromancy,969.439,0,2,1558192225,GN,_
7037533,7037533,Debaited,969.439,0,2,1573331482,[DBTD],_
7236889,7236889,Doa' Ibu,969.439,0,2,1562415439,Doa',_
7421530,7421530,Cyber Welders,969.439,0,2,1569772397,CW,_
7697377,7697377,KINDER,969.439,0,2,1582460445,_,_
7515712,7515712,SFX E-Sport,969.43,1,3,1579696998,SFX,_
1352024,1352024,'97-Team,969.427,0,2,1403023479,'97,_
1802413,1802413,Revolution Dream,969.425,0,2,1427626949,R.Dream,_
2310397,2310397,wasabi.CN,969.414,0,2,1429997695,wasabi,_
948534,948534,Super.Nova.,969.4119999999999,1,3,1419172636,S.N,_
6188219,6188219,NightHunters,969.4069999999999,0,2,1546701541,NH,_
2969968,2969968,StreG,969.4060000000001,1,3,1548591361,SG,_
5220374,5220374,FoS eSport,969.405,0,2,1544878689,FoS,_
6382725,6382725,Team Exellency,969.405,0,2,1540646915,XLnC,_
7500879,7500879,Sanhvv gaming,969.405,0,2,1572769616,ufe,_
7470095,7470095,KUKU BIMA ROSO ,969.373,0,2,1571488424,KuBim,_
2563960,2563960,VeselyeRebyataIzMyasokombinata,969.3710000000001,1,3,1558288550,VRiM,_
7348407,7348407,SeGame eSports,969.3610000000001,0,2,1586013774,SGeS,_
2038018,2038018,Pacific eSports Dota 2,969.3589999999999,0,2,1426666775,Pacific,_
1728728,1728728,aint no saint!,969.352,0,2,1424635641,anS`,_
1788018,1788018,DEEP HUNTERS,969.342,0,2,1425214713,DH,_
48278,48278,Team Shinoki,969.341,0,2,1417213657,TS,_
1425291,1425291,HomoTrain,969.3389999999999,7,9,1425328956,HoT,_
190118,190118,Bien Hoa Assasin,969.336,0,2,1360067500,BHA,_
1089853,1089853,Dream Your Sweet Love,969.335,0,2,1409141450,DysL,_
2556678,2556678,G0d Bless,969.31,0,2,1444935389,GB,_
6740279,6740279,INSANES,969.3,2,4,1551106066,INSANES,_
6711425,6711425,5TeddyBears :)!,969.298,0,2,1548469366,Ted,_
6656039,6656039,ecks dee,969.2869999999999,3,6,1552940688,хД,_
6866162,6866162,Smax,969.28,0,2,1570316429,SMAX,_
5055073,5055073,Unlucky,969.2639999999999,4,8,1511427731,uY,_
6130244,6130244,"""CL""ClueLess",969.2260000000001,0,2,1538834044,_,_
537311,537311,KaDaLy SaVer,969.165,0,2,1397008875,KdlsV,_
1347728,1347728,BifrosT GaminG ,969.164,0,2,1473027084,BifrosT ,_
1009360,1009360,OverAchievers,969.12,4,7,1436746088,OA,_
3784236,3784236,SPARTAN TEAM E-SPORT,969.1,0,2,1486209261,Spartan,_
4821483,4821483,Turtles,969.086,0,3,1504709309,Turtles,_
1220789,1220789,afera,969.082,0,2,1390128103,afera,_
5251545,5251545,Smiley :),969.057,0,2,1561213057,_,_
3621236,3621236,NW.!ℓO๑ℓ_MαXx,969.053,0,2,1488811249,_,_
1498062,1498062,Started From the PotM.,969.028,13,20,1561503602,SFtP,_
1157435,1157435,[M]assive [A]ttack,969.012,1,3,1386259474,M.Attack,_
7310400,7310400,Komdrak Gaming,968.975,2,4,1574986163,KG,_
1278775,1278775,v1Ctory's Secret.,968.961,1,3,1392561173,vS,_
7033934,7033934,New Wolf,968.96,0,2,1558322186,_,_
48802,48802,No-Big-Deal,968.927,0,2,1382386639,NBD,_
513984,513984,rOtK Fanclub,968.92,0,2,1371745537,rOtK,_
7217789,7217789,KNIGHT OF THE ABUSS,968.916,0,2,1582461598,KA,_
7101663,7101663,Newbee.Young,968.9010000000001,10,15,1564028661,Newbee.Y,_
6796580,6796580,Persian Cleave,968.8910000000001,2,4,1551112616,PC,_
987336,987336,Proud pussy,968.8889999999999,0,2,1403704389,NTR,_
2182040,2182040,We are Electric IND,968.862,0,2,1540231715,ELCT,_
3413947,3413947,BIG PIG,968.852,0,2,1555167601,_,_
576019,576019,.RUSSIAN DOTO BEST DOTO.,968.85,28,29,1412957503,RUSSDOTO,_
2240768,2240768,Don't Dive Again *,968.832,4,7,1433467810,DDA,_
6736499,6736499,Viruz.Spirit,968.831,0,2,1548775220,_,_
7081193,7081193,5Ghostfor1Throne,968.785,0,2,1556973674,5G1Throne,_
1590980,1590980,EXODUS BURN,968.78,1,3,1448180095,XBURN,_
1292734,1292734,Fortune in eXecution,968.7739999999999,0,2,1552136312,FiX,_
5636629,5636629,Nasos Vicer,968.7719999999999,0,2,1558280760,Na^Vi,_
1538430,1538430,ZHENG E-SPORTS,968.77,0,2,1402973009,ZHENG,_
2629427,2629427,Buhh Raisers,968.77,0,2,1456067796,BR,_
4760654,4760654,WeLost,968.77,0,2,1561211886,WeLost,_
2515387,2515387,Absolut.Aral,968.7689999999999,0,2,1449670177,AA,_
2073138,2073138,The BakPaks,968.7669999999999,0,2,1419573272,BKPK,_
2439384,2439384,LowSkilledTrash,968.7669999999999,0,2,1437148905,LST,_
7080008,7080008,Run Like A Bitch,968.7660000000001,0,2,1556971867,RLB,_
3893514,3893514,_,968.765,0,2,1509455665,_,_
5589890,5589890,Indra77,968.763,0,2,1573906145,77,_
4596435,4596435,Rebirth eSports,968.74,0,2,1501200503,RBT,_
11359,11359,TRG^Mafia,968.7360000000001,0,2,1359280658,TRG,_
286326,286326,durkadoter,968.7360000000001,0,2,1400092773,dd,_
467839,467839,Ave~,968.7360000000001,0,2,1381554447,Ave,_
512489,512489,..Game..Of..Throws..,968.7360000000001,0,2,1392454140,GoT,_
643832,643832,say a name,968.7360000000001,0,2,1394396094,san,_
715818,715818,All 5tar TeaM,968.7360000000001,0,2,1471096229,A5T,_
923102,923102,Maim Feed Kill Repeat,968.7360000000001,0,2,1381623763,MFKR,_
1021409,1021409,First Aid Kit,968.7360000000001,0,2,1410795560,FAK.,_
1064684,1064684,Team AbccccccbA,968.7360000000001,0,2,1418645114,AbcbA,_
1087517,1087517,Sapphirus Gaming,968.7360000000001,0,2,1439688031,[Sapp.G],_
1127885,1127885,The ASTERISKB experience,968.7360000000001,0,2,1386582695,TAE,_
1186721,1186721,Team Venoxic,968.7360000000001,0,2,1392049946,vX,_
1254852,1254852,Drojlb_Team,968.7360000000001,0,2,1459003950,Drojlb,_
1331276,1331276,Play me Sexy,968.7360000000001,0,2,1399342749,PmS,_
1382975,1382975,KOROLI DISKOTEK,968.7360000000001,0,2,1396171214,KD,_
1406091,1406091,Cronos.Gaming,968.7360000000001,0,2,1447523685,Cronos,_
1590413,1590413,Divinity.Gaming,968.7360000000001,0,2,1402967961,Divinity,_
1614276,1614276,1st Universal Players,968.7360000000001,0,2,1415797575,1[u]P,_
1616870,1616870,Jampinet,968.7360000000001,0,2,1446321447,pAranoit,_
1672671,1672671,SuZhou Professional KengBi,968.7360000000001,0,2,1418820351,SPK,_
1778418,1778418,Team.Rhino,968.7360000000001,0,2,1410789910,T.Rhino,_
1933266,1933266,Game Over !,968.7360000000001,0,2,1418580137,GO !,_
2039903,2039903,Dumbledore`s Army,968.7360000000001,0,2,1419568320,DA,_
2043823,2043823,Dacorum Tribum,968.7360000000001,0,2,1432148396,DT,_
2075714,2075714,BratuhaZabratuhu,968.7360000000001,0,2,1419869466,BZB,_
2098902,2098902,Flair Gaming,968.7360000000001,0,2,1463306684,FG,_
